Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;KAU002__Kauffaelle__Anzahl;FLC023__Veraeusserte_Flaeche__1000_qm;KAU003__Kaufsumme__Tsd._EUR;KAU004__Durchschnittlicher_Kaufwert__EUR/qm
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK500UM;500 000 und mehr Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQ01000B03000;1000 bis unter 3000 qm;988;1513;-;459,83
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK500UM;500 000 und mehr Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQ03000UM;3000 oder mehr qm;398;3437;-;352,10
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK500UM;500 000 und mehr Einwohner;GSTGK1;Grundstücksgrößenklassen;;Insgesamt;5405;7072;-;375,36
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GSTGK1;Grundstücksgrößenklassen;FLCQM100B300;100 bis unter 300 qm;7861;1616;-;190,47
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GSTGK1;Grundstücksgrößenklassen;FLCQM300B500;300 bis unter 500 qm;14609;6010;-;184,76
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GSTGK1;Grundstücksgrößenklassen;FLCQ0500B01000;500 bis unter 1000 qm;40857;28371;-;119,95
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GSTGK1;Grundstücksgrößenklassen;FLCQ01000B03000;1000 bis unter 3000 qm;13630;20862;-;101,83
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GSTGK1;Grundstücksgrößenklassen;FLCQ03000UM;3000 oder mehr qm;4866;53225;-;57,22
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GSTGK1;Grundstücksgrößenklassen;;Insgesamt;81823;110084;-;90,76
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK000B002;unter 2000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQM100B300;100 bis unter 300 qm;770;144;-;37,58
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK000B002;unter 2000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQM300B500;300 bis unter 500 qm;867;358;-;85,87
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK000B002;unter 2000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQ0500B01000;500 bis unter 1000 qm;5111;3680;-;66,68
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK000B002;unter 2000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQ01000B03000;1000 bis unter 3000 qm;1949;2935;-;32,53
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK000B002;unter 2000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQ03000UM;3000 oder mehr qm;502;6077;-;13,74
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK000B002;unter 2000 Einwohner;GSTGK1;Grundstücksgrößenklassen;;Insgesamt;9199;13195;-;34,91
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK002B005;2000 bis unter 5000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQM100B300;100 bis unter 300 qm;1110;216;-;69,22
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK002B005;2000 bis unter 5000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQM300B500;300 bis unter 500 qm;1913;792;-;145,57
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK002B005;2000 bis unter 5000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQ0500B01000;500 bis unter 1000 qm;7382;5193;-;92,42
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK002B005;2000 bis unter 5000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQ01000B03000;1000 bis unter 3000 qm;2616;4031;-;50,11
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK002B005;2000 bis unter 5000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQ03000UM;3000 oder mehr qm;1028;11964;-;17,40
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK002B005;2000 bis unter 5000 Einwohner;GSTGK1;Grundstücksgrößenklassen;;Insgesamt;14049;22195;-;45,97
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQM100B300;100 bis unter 300 qm;1200;241;-;114,72
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQM300B500;300 bis unter 500 qm;2217;919;-;162,16
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQ0500B01000;500 bis unter 1000 qm;7554;5316;-;97,75
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQ01000B03000;1000 bis unter 3000 qm;2695;4157;-;59,17
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQ03000UM;3000 oder mehr qm;1011;11104;-;25,14
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GSTGK1;Grundstücksgrößenklassen;;Insgesamt;14677;21736;-;56,19
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQM100B300;100 bis unter 300 qm;1360;279;-;165,47
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQM300B500;300 bis unter 500 qm;3041;1257;-;183,24
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQ0500B01000;500 bis unter 1000 qm;8612;5983;-;109,36
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQ01000B03000;1000 bis unter 3000 qm;2965;4553;-;74,47
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQ03000UM;3000 oder mehr qm;1064;10462;-;43,79
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GSTGK1;Grundstücksgrößenklassen;;Insgesamt;17042;22534;-;76,68
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK020B050;20 000 bis unter 50 000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQM100B300;100 bis unter 300 qm;1363;286;-;192,19
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK020B050;20 000 bis unter 50 000 Einwohner;GSTGK1;Grundstücksgrößenklassen;FLCQM300B500;300 bis unter 500 qm;3125;1293;-;178,48
