Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;KAU002__Kauffaelle__Anzahl;FLC023__Veraeusserte_Flaeche__1000_qm;KAU003__Kaufsumme__Tsd._EUR;KAU004__Durchschnittlicher_Kaufwert__EUR/qm
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK002B005;2000 bis unter 5000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;722;2146;96659;45,04
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK002B005;2000 bis unter 5000 Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;15733;21344;2019082;94,60
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;13955;15358;1952401;127,13
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;13538;12616;1851472;146,76
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;417;2742;100928;36,81
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;1195;8939;409633;45,83
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;913;2554;138012;54,04
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;16063;26851;2500046;93,11
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;13632;14745;2220554;150,60
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;13157;12333;2063356;167,31
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;475;2412;157199;65,18
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;1288;9475;545597;57,58
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;1142;2328;140700;60,43
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;16062;26548;2906852;109,49
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK020B050;20 000 bis unter 50 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;11304;12982;2523574;194,38
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK020B050;20 000 bis unter 50 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;10916;10488;2281812;217,55
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK020B050;20 000 bis unter 50 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;388;2494;241762;96,94
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK020B050;20 000 bis unter 50 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;1180;8328;567497;68,14
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK020B050;20 000 bis unter 50 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;738;2446;137293;56,13
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK020B050;20 000 bis unter 50 000 Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;13222;23757;3228364;135,89
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK050B100;50 000 bis unter 100 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;3466;4096;872264;212,97
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK050B100;50 000 bis unter 100 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;3349;3136;812080;258,95
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK050B100;50 000 bis unter 100 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;117;960;60184;62,71
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK050B100;50 000 bis unter 100 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;357;2884;176940;61,36
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK050B100;50 000 bis unter 100 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;309;1197;96309;80,43
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK050B100;50 000 bis unter 100 000 Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;4132;8177;1145513;140,09
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK100B200;100 000 bis unter 200 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;1529;1838;772647;420,43
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK100B200;100 000 bis unter 200 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;1488;1679;748589;445,88
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK100B200;100 000 bis unter 200 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;41;159;24057;151,43
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK100B200;100 000 bis unter 200 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;130;779;94527;121,35
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK100B200;100 000 bis unter 200 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;141;370;60944;164,84
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK100B200;100 000 bis unter 200 000 Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;1800;2986;928117;310,78
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK200B500;200 000 bis unter 500 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;1911;2451;996861;406,66
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK200B500;200 000 bis unter 500 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;1854;1796;911607;507,52
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK200B500;200 000 bis unter 500 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;57;655;85254;130,14
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK200B500;200 000 bis unter 500 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;180;1055;138212;130,98
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK200B500;200 000 bis unter 500 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;297;877;305893;348,82
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK200B500;200 000 bis unter 500 000 Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;2388;4383;1440966;328,73
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK500UM;500 000 und mehr Einwohner;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;2231;2745;4277156;1558,08
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK500UM;500 000 und mehr Einwohner;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;2202;2625;4228894;1611,23
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK500UM;500 000 und mehr Einwohner;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;29;121;48262;400,51
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK500UM;500 000 und mehr Einwohner;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;148;875;438180;500,66
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK500UM;500 000 und mehr Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;156;537;318180;592,99
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK500UM;500 000 und mehr Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;2535;4157;5033517;1210,88
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;74380;81245;16219076;199,63
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;72115;68508;15408660;224,92
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;2265;12737;810416;63,63
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;5702;40003;2669263;66,73
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;5422;14899;1376008;92,36
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GRSAT1;Art des Grundstücks;;Insgesamt;85504;136147;20264347;148,84
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK000B002;unter 2000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;8249;8290;671103;80,95
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK000B002;unter 2000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;8004;7446;656017;88,11
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK000B002;unter 2000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;245;844;15086;17,86
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK000B002;unter 2000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;294;3076;97921;31,84
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK000B002;unter 2000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;759;1915;83418;43,56
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK000B002;unter 2000 Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;9302;13281;852442;64,19
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK002B005;2000 bis unter 5000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;9118;9538;1218770;127,78
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK002B005;2000 bis unter 5000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;8809;8362;1172125;140,17
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK002B005;2000 bis unter 5000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;309;1175;46644;39,68
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK002B005;2000 bis unter 5000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;725;4568;266553;58,35
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK002B005;2000 bis unter 5000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;597;1924;87372;45,41
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK002B005;2000 bis unter 5000 Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;10440;16030;1572694;98,11
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;9650;10226;1418277;138,69
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;9356;8692;1334978;153,58
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;294;1534;83299;54,31
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;994;7472;411742;55,11
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;698;2761;109269;39,58
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK005B010;5000 bis unter 10 000 Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;11342;20458;1939288;94,79
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;8970;9766;1735412;177,70
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;8632;7990;1603443;200,69
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;338;1776;131969;74,30
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;1031;7598;538494;70,87
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;843;2292;148622;64,85
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK010B020;10 000 bis unter 20 000 Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;10844;19656;2422528;123,25
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK020B050;20 000 bis unter 50 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;7753;8321;1665221;200,13
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK020B050;20 000 bis unter 50 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;7505;6826;1552643;227,45
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK020B050;20 000 bis unter 50 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;248;1494;112578;75,34
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK020B050;20 000 bis unter 50 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;1005;8170;508124;62,19
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK020B050;20 000 bis unter 50 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;536;1771;117529;66,38
